,phylum,class,order,family,genus,species,taxon
12611,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,Bibersteinia trehalosi USDA-ARS-USMARC-190
12633,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus lignieresii,Actinobacillus lignieresii
12635,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,Actinobacillus
12639,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus suis,Actinobacillus suis ATCC 33415
12640,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus equuli,Actinobacillus equuli subsp. equuli
12641,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,Actinobacillus
12642,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,Actinobacillus
12649,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,Haemophilus parainfluenzae T3T1
12650,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,Haemophilus parainfluenzae
12653,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,Haemophilus parainfluenzae
12657,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae F3047
12667,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae
12671,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae
12721,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae
12742,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,Aggregatibacter actinomycetemcomitans
12751,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
12794,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,[Pasteurella] aerogenes,[Pasteurella] aerogenes
12820,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella,Glaesserella parasuis,Glaesserella parasuis
12824,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis,Gallibacterium anatis UMN179
12830,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
12844,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Riesia,Candidatus Riesia pediculicola,Candidatus Riesia pediculicola USDA
39,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum extorquens,Methylorubrum extorquens
306,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PAMC26645,Sphingomonas sp. PAMC26645
398,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus sp. Arc7-R13,Paracoccus sp. Arc7-R13
799,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. DS20,Brevundimonas sp. DS20
2130,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium sp. AT1b,Exiguobacterium sp. AT1b
3598,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,Leuconostoc
3756,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,Lactobacillus brevis
3789,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
4743,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus borealis,Paenibacillus borealis
4995,Chloroflexi <phylum>,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila,Caldilinea aerophila DSM 14535 = NBRC 104270
5890,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium
6708,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sediminis,Flavobacterium sediminis
7137,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,Chryseobacterium
7406,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter sp. 17J28-1,Flavisolibacter sp. 17J28-1
9460,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia oculi,Massilia oculi
9484,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp. meg3,Herbaspirillum sp. meg3
9964,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,Moraxellaceae bacterium HYN0046,Moraxellaceae bacterium HYN0046
10257,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,Pseudomonas chlororaphis subsp. aurantiaca
7220,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,Porphyromonas
2766,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus lituanicus,Geobacillus lituanicus
3219,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,Streptococcus suis
8385,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,Myxococcales
1988,Firmicutes,Clostridia,Clostridiales,,,Clostridiales bacterium 70B-A,Clostridiales bacterium 70B-A
791,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis excentricus,Asticcacaulis excentricus CB 48
1966,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile
1849,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
2711,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,Virgibacillus
4739,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus odorifer,Paenibacillus odorifer
7981,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter himalayensis,Helicobacter himalayensis
11703,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
7869,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,Campylobacter jejuni subsp. jejuni 81116
705,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. RAC06,Agrobacterium sp. RAC06
3064,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi,Streptococcus equi subsp. zooepidemicus
4683,Firmicutes,Bacilli,Bacillales,Listeriaceae,,,Listeriaceae
4437,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
20,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,,Chelatococcus
109,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter winogradskyi,Nitrobacter winogradskyi Nb-255
265,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
382,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,,Paracoccus <bacteria>
694,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobium/Agrobacterium group
697,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobium/Agrobacterium group
714,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum,Agrobacterium fabrum str. C58
781,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia sp. A16,Devosia sp. A16
1259,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1508,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8101,Synechococcus sp. WH 8101
1776,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,Clostridiaceae
1945,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,Alkaliphilus oremlandii OhILAs
2078,Firmicutes,,,,,,Firmicutes
2092,Firmicutes,,,,,,Firmicutes
2107,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius,Alicyclobacillus acidocaldarius subsp. acidocaldarius
2134,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus malaysiensis,Jeotgalibacillus malaysiensis
2148,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,,Planococcus <bacterium>
2184,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2212,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2572,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus thuringiensis,Bacillus thuringiensis
3630,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri ATCC 53608
4344,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus sp. IME1552,Macrococcus sp. IME1552
4976,Chloroflexi <phylum>,,,,,,Chloroflexi <phylum>
5003,Chloroflexi <phylum>,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Anaerolineaceae
5550,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,,,Actinomycetaceae
5950,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. S-1144,Nocardioides sp. S-1144
6090,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,Pseudonocardia
7184,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas mucosa,Petrimonas mucosa
7411,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae
7827,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,,Arcobacter group
8520,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia R551-3
8841,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans
8905,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,Alcaligenes faecalis
9529,Proteobacteria,Betaproteobacteria,Rhodocyclales,,,,Rhodocyclales
10075,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
10159,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,Pseudomonadaceae
13139,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,Vibrio parahaemolyticus O1:Kuk str. FDA_R31
13476,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans ATCC 53993
13493,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonas sp. SM30,Pleomorphomonas sp. SM30
803,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas
3572,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella sp. 26KH-42,Weissella sp. 26KH-42
9684,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
9803,Proteobacteria,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus singularis,Candidatus Thioglobus singularis
43,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,,Methylobacteriaceae
52,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,Methylobacterium
81,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
83,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
174,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
202,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis
210,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis
211,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis
273,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,Sphingobium yanoikuyae
285,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
295,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
316,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas
317,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas
345,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
352,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus
363,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Methyloceanibacter,,Methyloceanibacter
364,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,Caulobacteraceae bacterium OTSz_A_272,Caulobacteraceae bacterium OTSz_A_272
388,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus yeei,Paracoccus yeei
392,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
421,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
433,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
504,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,,Thalassococcus
654,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,,,Aurantimonadaceae
724,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
804,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. LM2,Brevundimonas sp. LM2
806,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas
1010,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila mauritiana,Wolbachia endosymbiont of Drosophila mauritiana
1012,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia
1015,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Brugia malayi,Wolbachia endosymbiont strain TRS of Brugia malayi
1034,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
1037,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter,Parasaccharibacter apium,Parasaccharibacter apium
1074,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas sp. FDAARGOS_362,Roseomonas sp. FDAARGOS_362
1081,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter sp. AMU001,Commensalibacter sp. AMU001
1126,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus actinosclerus,Deinococcus actinosclerus
1129,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus
1156,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,Thermus thermophilus
1157,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,Thermus thermophilus
1168,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,,Thermus
1263,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,,,,Spirochaetales
1278,Spirochaetes <phylum>,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,,Brachyspira
1440,Cyanobacteria,,,,,,Cyanobacteria
1448,Cyanobacteria,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. O-77,Leptolyngbya sp. O-77
1522,Cyanobacteria,,,,,,Cyanobacteria
1654,,,,,,,Bacteria <prokaryotes>
1690,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,Symbiobacterium thermophilum,Symbiobacterium thermophilum IAM 14863
1713,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
1929,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,Clostridiaceae
1936,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,Clostridiaceae
1987,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2051,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2063,Firmicutes,,,,,,Firmicutes
2100,Firmicutes,,,,,,Firmicutes
2452,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2454,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2620,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2631,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus megaterium,Bacillus megaterium
2756,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillaceae
2794,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus genomosp. 3,Geobacillus genomosp. 3
2806,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2810,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2823,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2836,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2842,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2843,Firmicutes,Bacilli,Bacillales,,,,Bacillales
3210,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3344,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3345,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3484,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3597,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,Leuconostoc
3652,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum,Lactobacillus fermentum
3723,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Lactobacillus kunkeei
3889,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,Leptotrichia
3984,Tenericutes,,,,,,Tenericutes
4309,Tenericutes,Mollicutes,,,,,Mollicutes
4333,,,,,,,Bacteria <prokaryotes>
4339,,,,,,,Bacteria <prokaryotes>
4638,,,,,,,Bacteria <prokaryotes>
4912,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,,Megasphaera
4929,Firmicutes,Negativicutes,,,,,Negativicutes
4931,Firmicutes,,,,,,Firmicutes
4967,Chloroflexi <phylum>,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aggregans,Chloroflexus aggregans DSM 9485
4968,Chloroflexi <phylum>,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,,Chloroflexus
5000,Chloroflexi <phylum>,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Anaerolineaceae
5007,,,,,,,Terrabacteria group
5338,Actinobacteria <phylum>,Actinobacteria <class>,Streptomycetales,Streptomycetaceae,,,Streptomycetaceae
5361,Actinobacteria <phylum>,Actinobacteria <class>,Streptomycetales,Streptomycetaceae,,,Streptomycetaceae
5385,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
5387,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
5407,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,,,,Micrococcales
5416,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Intrasporangiaceae,,,Intrasporangiaceae
5428,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Dermabacteraceae,Brachybacterium,,Brachybacterium
5447,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Brevibacteriaceae,Brevibacterium,,Brevibacterium
5449,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Brevibacteriaceae,Brevibacterium,,Brevibacterium
5470,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Rothia <bacteria>,,Rothia <bacteria>
5524,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus
5537,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
5538,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
5542,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
5575,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,,,Actinomycetaceae
5605,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces
5747,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
5775,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Promicromonosporaceae,,,Promicromonosporaceae
5873,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5902,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium
5911,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium
5917,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium
5918,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5920,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5921,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5923,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5928,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
5942,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. HY056,Nocardioides sp. HY056
5960,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,,,Nocardioidaceae
5986,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,,,Propionibacteriaceae
5990,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium sp. oral taxon 193,Propionibacterium sp. oral taxon 193
6020,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,,,Propionibacteriaceae
6031,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,,,,Propionibacteriales
6032,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,,,,Propionibacteriales
6078,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
6094,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
6098,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Rhodococcus <Bacteria>,Rhodococcus sp. PBTS 1,Rhodococcus sp. PBTS 1
6152,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium frankenforstense,Corynebacterium frankenforstense DSM 45800
6260,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6261,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6264,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium cystitidis,Corynebacterium cystitidis
6317,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6318,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6319,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,,,,Corynebacteriales
6320,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Dietziaceae,Dietzia,Dietzia sp. oral taxon 368,Dietzia sp. oral taxon 368
6329,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,,,,Corynebacteriales
6473,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,,,Mycobacteriaceae
6477,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella tyrosinosolvens,Tsukamurella tyrosinosolvens
6540,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Rhodococcus <Bacteria>,,Rhodococcus <Bacteria>
6554,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Rhodococcus <Bacteria>,,Rhodococcus <Bacteria>
6629,,,,,,,Bacteria <prokaryotes>
6634,Gemmatimonadetes <phylum>,Gemmatimonadetes <class>,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,Gemmatimonas
6640,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,Caldithrix abyssi,Caldithrix abyssi DSM 13497
6735,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
